Neighborhood,Year,Latitude,Longitude,Zillow_Value,Future_Prediction,Keras_Prediction,Missing_Forecast
Mar Lee,2027,39.6891921,-105.0391507,,591712.0,510600.0,False
Mar Lee,2028,39.6891921,-105.0391507,,632521.0,543062.0,False
Mar Lee,2029,39.6891921,-105.0391507,,673657.0,577648.0,False
Mar Lee,2030,39.6891921,-105.0391507,,715235.0,613249.0,False
Mar Lee,2031,39.6891921,-105.0391507,,756954.0,649066.0,False
Mar Lee,2032,39.6891921,-105.0391507,,798698.0,685067.0,False
Mar Lee,2033,39.6891921,-105.0391507,,840584.0,721068.0,False
Mar Lee,2034,39.6891921,-105.0391507,,882766.0,757069.0,False
Mar Lee,2035,39.6891921,-105.0391507,,925008.0,793070.0,False
Montbello,2000,39.7842234,-104.8311541,134737.20503673246,,,True
Montbello,2001,39.7842234,-104.8311541,155989.6295417014,,,True
Montbello,2002,39.7842234,-104.8311541,167372.9051386816,,,True
Montbello,2003,39.7842234,-104.8311541,169343.89068840168,,,True
Montbello,2004,39.7842234,-104.8311541,170715.45306334595,,,True
Montbello,2005,39.7842234,-104.8311541,171012.17568442752,,,True
Montbello,2006,39.7842234,-104.8311541,168224.8704761327,,,True
Montbello,2007,39.7842234,-104.8311541,160938.45553912022,,,True
Montbello,2008,39.7842234,-104.8311541,134205.09854005076,,,True
Montbello,2009,39.7842234,-104.8311541,119202.33220983128,,,True
Montbello,2010,39.7842234,-104.8311541,123873.36095706631,,,True
Montbello,2011,39.7842234,-104.8311541,112675.55425084867,,,True
Montbello,2012,39.7842234,-104.8311541,118086.56431765971,,,True
Montbello,2013,39.7842234,-104.8311541,141686.9951666888,,,True
Montbello,2014,39.7842234,-104.8311541,165297.50847345206,,,True
Montbello,2015,39.7842234,-104.8311541,201807.53957754056,,,True
Montbello,2016,39.7842234,-104.8311541,240279.2439242249,,,True
Montbello,2017,39.7842234,-104.8311541,268026.73131520423,,,True
Montbello,2018,39.7842234,-104.8311541,296223.5260705419,,,True
Montbello,2019,39.7842234,-104.8311541,314527.74193051405,,,True
Montbello,2020,39.7842234,-104.8311541,338943.485325216,,,True
Montbello,2021,39.7842234,-104.8311541,390656.45996480924,,,True
Montbello,2022,39.7842234,-104.8311541,442289.33838338224,,,True
Montbello,2023,39.7842234,-104.8311541,433477.0732276367,,,True
Montbello,2024,39.7842234,-104.8311541,438895.8009579431,480545.0,454624.0,False
Montbello,2025,39.7842234,-104.8311541,434677.69850249507,518721.0,479574.0,False
Montbello,2026,39.7842234,-104.8311541,,558413.0,509510.0,False
Montbello,2027,39.7842234,-104.8311541,,598419.0,540658.0,False
Montbello,2028,39.7842234,-104.8311541,,638857.0,572799.0,False
Montbello,2029,39.7842234,-104.8311541,,679394.0,605851.0,False
Montbello,2030,39.7842234,-104.8311541,,719931.0,639897.0,False
Montbello,2031,39.7842234,-104.8311541,,760467.0,674981.0,False
Montbello,2032,39.7842234,-104.8311541,,801099.0,710701.0,False
Montbello,2033,39.7842234,-104.8311541,,841755.0,746702.0,False
Montbello,2034,39.7842234,-104.8311541,,882714.0,782703.0,False
Montbello,2035,39.7842234,-104.8311541,,923740.0,818704.0,False
Montclair,2000,39.731735,-104.9129478,237204.63115062998,,,True
Montclair,2001,39.731735,-104.9129478,269018.3011396608,,,True
Montclair,2002,39.731735,-104.9129478,281818.5808495966,,,True
Montclair,2003,39.731735,-104.9129478,282207.3630394525,,,True
Montclair,2004,39.731735,-104.9129478,286921.52383725566,,,True
Montclair,2005,39.731735,-104.9129478,301259.7434985197,,,True
Montclair,2006,39.731735,-104.9129478,316432.5581469085,,,True
Montclair,2007,39.731735,-104.9129478,320849.8763856111,,,True
Montclair,2008,39.731735,-104.9129478,317873.3833732529,,,True
Montclair,2009,39.731735,-104.9129478,308109.9797291817,,,True
Montclair,2010,39.731735,-104.9129478,307469.16386341094,,,True
Montclair,2011,39.731735,-104.9129478,291395.84579694475,,,True
Montclair,2012,39.731735,-104.9129478,294982.11873652466,,,True
Montclair,2013,39.731735,-104.9129478,328025.5268985249,,,True
Montclair,2014,39.731735,-104.9129478,356598.29014678835,,,True
Montclair,2015,39.731735,-104.9129478,401257.2010609045,,,True
Montclair,2016,39.731735,-104.9129478,437965.78226641635,,,True
Montclair,2017,39.731735,-104.9129478,467446.0339351057,,,True
Montclair,2018,39.731735,-104.9129478,504292.51765336195,,,True
Montclair,2019,39.731735,-104.9129478,527182.5333448511,,,True
Montclair,2020,39.731735,-104.9129478,556663.9539727066,,,True
Montclair,2021,39.731735,-104.9129478,635950.6887556273,,,True
Montclair,2022,39.731735,-104.9129478,715095.1116103483,,,True
Montclair,2023,39.731735,-104.9129478,694636.5176724416,,,True
Montclair,2024,39.731735,-104.9129478,688949.9390753445,709980.0,584039.0,False
Montclair,2025,39.731735,-104.9129478,681469.8716961743,748697.0,600716.0,False
Montclair,2026,39.731735,-104.9129478,,788426.0,618147.0,False
Montclair,2027,39.731735,-104.9129478,,828366.0,637842.0,False
Montclair,2028,39.731735,-104.9129478,,868307.0,660146.0,False
Montclair,2029,39.731735,-104.9129478,,908396.0,684546.0,False
Montclair,2030,39.731735,-104.9129478,,948532.0,711122.0,False
Montclair,2031,39.731735,-104.9129478,,988802.0,740059.0,False
Montclair,2032,39.731735,-104.9129478,,1029201.0,770293.0,False
Montclair,2033,39.731735,-104.9129478,,1069792.0,803031.0,False
Montclair,2034,39.731735,-104.9129478,,1110586.0,836670.0,False
Montclair,2035,39.731735,-104.9129478,,1151670.0,870673.0,False
North Capitol Hill,2000,39.7456241,-104.981596,225037.85390600224,,,True
North Capitol Hill,2001,39.7456241,-104.981596,264510.08987840376,,,True
North Capitol Hill,2002,39.7456241,-104.981596,277624.07804280845,,,True
North Capitol Hill,2003,39.7456241,-104.981596,274794.8581563634,,,True
North Capitol Hill,2004,39.7456241,-104.981596,279792.2373838532,,,True
North Capitol Hill,2005,39.7456241,-104.981596,292197.3319234143,,,True
North Capitol Hill,2006,39.7456241,-104.981596,298347.73874097574,,,True
North Capitol Hill,2007,39.7456241,-104.981596,297982.67195105646,,,True
North Capitol Hill,2008,39.7456241,-104.981596,289913.1097052479,,,True
North Capitol Hill,2009,39.7456241,-104.981596,282559.7657061285,,,True
North Capitol Hill,2010,39.7456241,-104.981596,276207.4977490325,,,True
North Capitol Hill,2011,39.7456241,-104.981596,264981.7654791425,,,True
North Capitol Hill,2012,39.7456241,-104.981596,268856.13738570345,,,True
North Capitol Hill,2013,39.7456241,-104.981596,293675.3144335881,,,True
North Capitol Hill,2014,39.7456241,-104.981596,316821.95092347247,,,True
North Capitol Hill,2015,39.7456241,-104.981596,353010.5677715879,,,True
North Capitol Hill,2016,39.7456241,-104.981596,387988.7863452737,,,True
North Capitol Hill,2017,39.7456241,-104.981596,411328.7939221565,,,True
North Capitol Hill,2018,39.7456241,-104.981596,433716.79663000075,,,True
North Capitol Hill,2019,39.7456241,-104.981596,442791.7465696153,,,True
North Capitol Hill,2020,39.7456241,-104.981596,449195.23081101413,,,True
North Capitol Hill,2021,39.7456241,-104.981596,470325.7518889063,,,True
North Capitol Hill,2022,39.7456241,-104.981596,520525.850569841,,,True
North Capitol Hill,2023,39.7456241,-104.981596,507510.02014707035,,,True
North Capitol Hill,2024,39.7456241,-104.981596,499588.2954928437,522581.0,543027.0,False
North Capitol Hill,2025,39.7456241,-104.981596,486823.18629743066,548656.0,559745.0,False
North Capitol Hill,2026,39.7456241,-104.981596,,586723.0,580015.0,False
North Capitol Hill,2027,39.7456241,-104.981596,,626970.0,602424.0,False
North Capitol Hill,2028,39.7456241,-104.981596,,667479.0,626853.0,False
North Capitol Hill,2029,39.7456241,-104.981596,,708414.0,653097.0,False
North Capitol Hill,2030,39.7456241,-104.981596,,749294.0,680803.0,False
North Capitol Hill,2031,39.7456241,-104.981596,,789953.0,711907.0,False
North Capitol Hill,2032,39.7456241,-104.981596,,830712.0,745554.0,False
North Capitol Hill,2033,39.7456241,-104.981596,,871559.0,780616.0,False
North Capitol Hill,2034,39.7456241,-104.981596,,912607.0,816470.0,False
North Capitol Hill,2035,39.7456241,-104.981596,,953758.0,852471.0,False
North Park Hill,2000,39.7556231,-104.922007,190098.5802320789,,,True
North Park Hill,2001,39.7556231,-104.922007,219644.40560688847,,,True
North Park Hill,2002,39.7556231,-104.922007,235887.46864083767,,,True
North Park Hill,2003,39.7556231,-104.922007,241706.549437121,,,True
North Park Hill,2004,39.7556231,-104.922007,249533.49056092114,,,True
North Park Hill,2005,39.7556231,-104.922007,259609.6354412738,,,True
North Park Hill,2006,39.7556231,-104.922007,269177.99358098133,,,True
North Park Hill,2007,39.7556231,-104.922007,272611.19566588866,,,True
North Park Hill,2008,39.7556231,-104.922007,262521.13971813774,,,True
North Park Hill,2009,39.7556231,-104.922007,255285.65971486084,,,True
North Park Hill,2010,39.7556231,-104.922007,259886.86611046377,,,True
North Park Hill,2011,39.7556231,-104.922007,249854.86503156388,,,True
North Park Hill,2012,39.7556231,-104.922007,255817.6290583913,,,True
North Park Hill,2013,39.7556231,-104.922007,292929.6277738455,,,True
North Park Hill,2014,39.7556231,-104.922007,329343.352354897,,,True
North Park Hill,2015,39.7556231,-104.922007,378294.8662159385,,,True
North Park Hill,2016,39.7556231,-104.922007,419340.2697944942,,,True
North Park Hill,2017,39.7556231,-104.922007,455588.6094460282,,,True
North Park Hill,2018,39.7556231,-104.922007,490853.5879457551,,,True
North Park Hill,2019,39.7556231,-104.922007,514078.1359634085,,,True
North Park Hill,2020,39.7556231,-104.922007,542037.1369685557,,,True
North Park Hill,2021,39.7556231,-104.922007,614552.2630993273,,,True
North Park Hill,2022,39.7556231,-104.922007,692909.042334959,,,True
North Park Hill,2023,39.7556231,-104.922007,674740.255211607,,,True
North Park Hill,2024,39.7556231,-104.922007,674697.8060114762,697134.0,608828.0,False
North Park Hill,2025,39.7556231,-104.922007,674347.353077983,735958.0,632429.0,False
North Park Hill,2026,39.7556231,-104.922007,,775914.0,656602.0,False
North Park Hill,2027,39.7556231,-104.922007,,816449.0,681667.0,False
North Park Hill,2028,39.7556231,-104.922007,,857381.0,708392.0,False
North Park Hill,2029,39.7556231,-104.922007,,898528.0,738718.0,False
North Park Hill,2030,39.7556231,-104.922007,,939674.0,772381.0,False
North Park Hill,2031,39.7556231,-104.922007,,980820.0,807063.0,False
North Park Hill,2032,39.7556231,-104.922007,,1022307.0,842350.0,False
North Park Hill,2033,39.7556231,-104.922007,,1063939.0,877976.0,False
North Park Hill,2034,39.7556231,-104.922007,,1105768.0,913891.0,False
North Park Hill,2035,39.7556231,-104.922007,,1147596.0,949892.0,False
Northeast Park Hill,2000,39.7683819,-104.9085721,126227.08239578712,,,True
Northeast Park Hill,2001,39.7683819,-104.9085721,146157.4657993384,,,True
Northeast Park Hill,2002,39.7683819,-104.9085721,161817.24868509985,,,True
Northeast Park Hill,2003,39.7683819,-104.9085721,163864.13210923487,,,True
Northeast Park Hill,2004,39.7683819,-104.9085721,167279.28454443134,,,True
Northeast Park Hill,2005,39.7683819,-104.9085721,172692.52930137858,,,True
Northeast Park Hill,2006,39.7683819,-104.9085721,175765.98159076812,,,True
Northeast Park Hill,2007,39.7683819,-104.9085721,173216.4719496747,,,True
Northeast Park Hill,2008,39.7683819,-104.9085721,154607.55920197302,,,True
Northeast Park Hill,2009,39.7683819,-104.9085721,145417.80566074784,,,True
Northeast Park Hill,2010,39.7683819,-104.9085721,151880.0279227626,,,True
Northeast Park Hill,2011,39.7683819,-104.9085721,150280.9818700938,,,True
Northeast Park Hill,2012,39.7683819,-104.9085721,157644.54600374683,,,True
Northeast Park Hill,2013,39.7683819,-104.9085721,181411.60920244086,,,True
Northeast Park Hill,2014,39.7683819,-104.9085721,210044.02221245447,,,True
Northeast Park Hill,2015,39.7683819,-104.9085721,257900.50194225422,,,True
Northeast Park Hill,2016,39.7683819,-104.9085721,301574.22390688484,,,True
Northeast Park Hill,2017,39.7683819,-104.9085721,335499.13189956115,,,True
Northeast Park Hill,2018,39.7683819,-104.9085721,364003.87440834317,,,True
Northeast Park Hill,2019,39.7683819,-104.9085721,377438.06342392176,,,True
Northeast Park Hill,2020,39.7683819,-104.9085721,394926.52064330014,,,True
Northeast Park Hill,2021,39.7683819,-104.9085721,447852.5385173187,,,True
Northeast Park Hill,2022,39.7683819,-104.9085721,496937.1908307972,,,True
Northeast Park Hill,2023,39.7683819,-104.9085721,485618.32659489283,,,True
Northeast Park Hill,2024,39.7683819,-104.9085721,480921.82569567714,507144.0,491585.0,False
Northeast Park Hill,2025,39.7683819,-104.9085721,478698.5243345531,541917.0,514023.0,False
Northeast Park Hill,2026,39.7683819,-104.9085721,,580821.0,538905.0,False
Northeast Park Hill,2027,39.7683819,-104.9085721,,621498.0,565407.0,False
Northeast Park Hill,2028,39.7683819,-104.9085721,,662329.0,592966.0,False
Northeast Park Hill,2029,39.7683819,-104.9085721,,703161.0,622310.0,False
Northeast Park Hill,2030,39.7683819,-104.9085721,,744016.0,654854.0,False
Northeast Park Hill,2031,39.7683819,-104.9085721,,785320.0,689501.0,False
Northeast Park Hill,2032,39.7683819,-104.9085721,,826989.0,725001.0,False
Northeast Park Hill,2033,39.7683819,-104.9085721,,868659.0,760782.0,False
Northeast Park Hill,2034,39.7683819,-104.9085721,,910329.0,796782.0,False
Northeast Park Hill,2035,39.7683819,-104.9085721,,952191.0,832783.0,False
Overland,2000,39.6905077,-104.9951847,155995.76223259335,,,True
Overland,2001,39.6905077,-104.9951847,168860.87560707136,,,True
Overland,2002,39.6905077,-104.9951847,180322.71532138367,,,True
Overland,2003,39.6905077,-104.9951847,183658.23038410724,,,True
Overland,2004,39.6905077,-104.9951847,184766.53134506542,,,True
Overland,2005,39.6905077,-104.9951847,191647.3789039572,,,True
Overland,2006,39.6905077,-104.9951847,196394.7515530988,,,True
Overland,2007,39.6905077,-104.9951847,194196.39671418027,,,True
Overland,2008,39.6905077,-104.9951847,183000.2946834711,,,True
Overland,2009,39.6905077,-104.9951847,172585.79240217234,,,True
Overland,2010,39.6905077,-104.9951847,172393.66527796513,,,True
Overland,2011,39.6905077,-104.9951847,161177.29489313372,,,True
Overland,2012,39.6905077,-104.9951847,163607.2414471639,,,True
Overland,2013,39.6905077,-104.9951847,189008.77063257035,,,True
Overland,2014,39.6905077,-104.9951847,218079.16081894524,,,True
Overland,2015,39.6905077,-104.9951847,260029.62385572176,,,True
Overland,2016,39.6905077,-104.9951847,299536.6297485689,,,True
Overland,2017,39.6905077,-104.9951847,341044.45332007605,,,True
Overland,2018,39.6905077,-104.9951847,372200.1319648265,,,True
Overland,2019,39.6905077,-104.9951847,393968.8638806564,,,True
Overland,2020,39.6905077,-104.9951847,423677.8314544118,,,True
Overland,2021,39.6905077,-104.9951847,472904.51530320797,,,True
Overland,2022,39.6905077,-104.9951847,530638.8128329876,,,True
Overland,2023,39.6905077,-104.9951847,526558.9122074341,,,True
Overland,2024,39.6905077,-104.9951847,521052.12006019126,551222.0,531218.0,False
Overland,2025,39.6905077,-104.9951847,513235.8410877856,588486.0,552995.0,False
Overland,2026,39.6905077,-104.9951847,,627422.0,581408.0,False
Overland,2027,39.6905077,-104.9951847,,667428.0,613942.0,False
Overland,2028,39.6905077,-104.9951847,,707946.0,648642.0,False
Overland,2029,39.6905077,-104.9951847,,748519.0,684421.0,False
Overland,2030,39.6905077,-104.9951847,,789473.0,720421.0,False
Overland,2031,39.6905077,-104.9951847,,830428.0,756422.0,False
Overland,2032,39.6905077,-104.9951847,,871439.0,792423.0,False
Overland,2033,39.6905077,-104.9951847,,912604.0,828424.0,False
Overland,2034,39.6905077,-104.9951847,,953770.0,864425.0,False
Overland,2035,39.6905077,-104.9951847,,995111.0,900426.0,False
Platt Park,2000,39.6867799,-104.9805032,250706.53315610523,,,True
Platt Park,2001,39.6867799,-104.9805032,287323.4460418177,,,True
Platt Park,2002,39.6867799,-104.9805032,302773.40062066965,,,True
Platt Park,2003,39.6867799,-104.9805032,306050.07919094537,,,True
Platt Park,2004,39.6867799,-104.9805032,314415.33895983896,,,True
Platt Park,2005,39.6867799,-104.9805032,334468.91019405896,,,True
Platt Park,2006,39.6867799,-104.9805032,355415.27399771597,,,True
Platt Park,2007,39.6867799,-104.9805032,362884.25967557955,,,True
Platt Park,2008,39.6867799,-104.9805032,355797.17872452457,,,True
Platt Park,2009,39.6867799,-104.9805032,352889.96519033035,,,True
Platt Park,2010,39.6867799,-104.9805032,357105.74382555904,,,True
Platt Park,2011,39.6867799,-104.9805032,345719.5694650534,,,True
Platt Park,2012,39.6867799,-104.9805032,358153.81485233846,,,True
Platt Park,2013,39.6867799,-104.9805032,402109.76338398777,,,True
Platt Park,2014,39.6867799,-104.9805032,434454.5826298362,,,True
Platt Park,2015,39.6867799,-104.9805032,486204.80146566854,,,True
Platt Park,2016,39.6867799,-104.9805032,528903.8750197473,,,True
Platt Park,2017,39.6867799,-104.9805032,566971.0481107603,,,True
Platt Park,2018,39.6867799,-104.9805032,603169.9263694138,,,True
Platt Park,2019,39.6867799,-104.9805032,641836.763138989,,,True
Platt Park,2020,39.6867799,-104.9805032,678497.491051704,,,True
Platt Park,2021,39.6867799,-104.9805032,758419.8606055361,,,True
Platt Park,2022,39.6867799,-104.9805032,853928.3408102525,,,True
Platt Park,2023,39.6867799,-104.9805032,834149.3611576202,,,True
Platt Park,2024,39.6867799,-104.9805032,831600.7358635659,824777.0,750690.0,False
Platt Park,2025,39.6867799,-104.9805032,831009.56889976,863468.0,778039.0,False
Platt Park,2026,39.6867799,-104.9805032,,902418.0,806176.0,False
Platt Park,2027,39.6867799,-104.9805032,,941428.0,836760.0,False
Platt Park,2028,39.6867799,-104.9805032,,980522.0,869069.0,False
Platt Park,2029,39.6867799,-104.9805032,,1020079.0,903208.0,False
Platt Park,2030,39.6867799,-104.9805032,,1060062.0,938829.0,False
Platt Park,2031,39.6867799,-104.9805032,,1100584.0,974830.0,False
Platt Park,2032,39.6867799,-104.9805032,,1141309.0,1010831.0,False
Platt Park,2033,39.6867799,-104.9805032,,1182034.0,1046832.0,False
Platt Park,2034,39.6867799,-104.9805032,,1222758.0,1082833.0,False
Platt Park,2035,39.6867799,-104.9805032,,1263483.0,1118834.0,False
Regis,2000,39.7867787,-105.0439679,156946.833943227,,,True
Regis,2001,39.7867787,-105.0439679,177948.72931133208,,,True
Regis,2002,39.7867787,-105.0439679,187582.040920424,,,True
Regis,2003,39.7867787,-105.0439679,191837.07957309272,,,True
Regis,2004,39.7867787,-105.0439679,197478.49175851917,,,True
Regis,2005,39.7867787,-105.0439679,204676.9264765577,,,True
Regis,2006,39.7867787,-105.0439679,212310.6335161298,,,True
Regis,2007,39.7867787,-105.0439679,213462.2730493235,,,True
Regis,2008,39.7867787,-105.0439679,203005.0990359951,,,True
Regis,2009,39.7867787,-105.0439679,206167.3090496763,,,True
Regis,2010,39.7867787,-105.0439679,207628.75830598557,,,True
Regis,2011,39.7867787,-105.0439679,200941.15127736758,,,True
Regis,2012,39.7867787,-105.0439679,217605.83473757605,,,True
Regis,2013,39.7867787,-105.0439679,244906.51037687727,,,True
Regis,2014,39.7867787,-105.0439679,270170.418614595,,,True
Regis,2015,39.7867787,-105.0439679,318426.82070316444,,,True
Regis,2016,39.7867787,-105.0439679,358917.3119409305,,,True
Regis,2017,39.7867787,-105.0439679,392560.29966169136,,,True
Regis,2018,39.7867787,-105.0439679,424404.1634574142,,,True
Regis,2019,39.7867787,-105.0439679,442910.2527199636,,,True
Regis,2020,39.7867787,-105.0439679,469327.50763948396,,,True
Regis,2021,39.7867787,-105.0439679,526487.2332824531,,,True
Regis,2022,39.7867787,-105.0439679,595483.4135312772,,,True
Regis,2023,39.7867787,-105.0439679,592044.1124951756,,,True
Regis,2024,39.7867787,-105.0439679,595743.2389540725,623298.0,537146.0,False
Regis,2025,39.7867787,-105.0439679,594332.6565798046,662212.0,557559.0,False
Regis,2026,39.7867787,-105.0439679,,701826.0,579470.0,False
Regis,2027,39.7867787,-105.0439679,,741797.0,603041.0,False
Regis,2028,39.7867787,-105.0439679,,782169.0,627933.0,False
Regis,2029,39.7867787,-105.0439679,,822722.0,654250.0,False
Regis,2030,39.7867787,-105.0439679,,863338.0,682929.0,False
Regis,2031,39.7867787,-105.0439679,,904152.0,713971.0,False
Regis,2032,39.7867787,-105.0439679,,945118.0,746421.0,False
Regis,2033,39.7867787,-105.0439679,,986519.0,781371.0,False
Regis,2034,39.7867787,-105.0439679,,1028038.0,817203.0,False
Regis,2035,39.7867787,-105.0439679,,1069593.0,853070.0,False
Rosedale,2000,39.6719007,-104.9804988,220605.1403878388,,,True
Rosedale,2001,39.6719007,-104.9804988,256473.34842430495,,,True
Rosedale,2002,39.6719007,-104.9804988,275514.2825391478,,,True
Rosedale,2003,39.6719007,-104.9804988,276599.55940830865,,,True
Rosedale,2004,39.6719007,-104.9804988,286687.39933359873,,,True
Rosedale,2005,39.6719007,-104.9804988,300237.15292153385,,,True
Rosedale,2006,39.6719007,-104.9804988,317848.99440102384,,,True
Rosedale,2007,39.6719007,-104.9804988,324439.7961826319,,,True
Rosedale,2008,39.6719007,-104.9804988,313128.55269597744,,,True
Rosedale,2009,39.6719007,-104.9804988,311043.9268577889,,,True
Rosedale,2010,39.6719007,-104.9804988,302434.0258626564,,,True
Rosedale,2011,39.6719007,-104.9804988,287519.1542447656,,,True
Rosedale,2012,39.6719007,-104.9804988,291505.40083646285,,,True
Rosedale,2013,39.6719007,-104.9804988,324398.3035123076,,,True
Rosedale,2014,39.6719007,-104.9804988,357470.8975467814,,,True
Rosedale,2015,39.6719007,-104.9804988,402448.980120668,,,True
Rosedale,2016,39.6719007,-104.9804988,436869.68702790624,,,True
Rosedale,2017,39.6719007,-104.9804988,470644.8464886667,,,True
Rosedale,2018,39.6719007,-104.9804988,502416.3264265821,,,True
Rosedale,2019,39.6719007,-104.9804988,532745.7180027112,,,True
Rosedale,2020,39.6719007,-104.9804988,568578.9928698782,,,True
Rosedale,2021,39.6719007,-104.9804988,643011.5933650425,,,True
Rosedale,2022,39.6719007,-104.9804988,719682.1930784063,,,True
Rosedale,2023,39.6719007,-104.9804988,698352.929959715,,,True
Rosedale,2024,39.6719007,-104.9804988,692322.176326926,699916.0,652849.0,False
Rosedale,2025,39.6719007,-104.9804988,688235.4673498257,735873.0,676659.0,False
Rosedale,2026,39.6719007,-104.9804988,,774766.0,701582.0,False
Rosedale,2027,39.6719007,-104.9804988,,814751.0,729680.0,False
Rosedale,2028,39.6719007,-104.9804988,,855318.0,759223.0,False
Rosedale,2029,39.6719007,-104.9804988,,896052.0,789944.0,False
Rosedale,2030,39.6719007,-104.9804988,,936969.0,821196.0,False
Rosedale,2031,39.6719007,-104.9804988,,977885.0,854156.0,False
Rosedale,2032,39.6719007,-104.9804988,,1019000.0,888674.0,False
Rosedale,2033,39.6719007,-104.9804988,,1060626.0,924049.0,False
Rosedale,2034,39.6719007,-104.9804988,,1102400.0,959795.0,False
Rosedale,2035,39.6719007,-104.9804988,,1144220.0,995541.0,False
Ruby Hill,2000,39.6835984,-105.0072046,120956.13042249951,,,True
Ruby Hill,2001,39.6835984,-105.0072046,140395.53749473984,,,True
Ruby Hill,2002,39.6835984,-105.0072046,151998.61900187194,,,True
Ruby Hill,2003,39.6835984,-105.0072046,153752.57535927204,,,True
Ruby Hill,2004,39.6835984,-105.0072046,156059.2651446597,,,True
Ruby Hill,2005,39.6835984,-105.0072046,155704.15147971772,,,True
Ruby Hill,2006,39.6835984,-105.0072046,152874.59166185695,,,True
Ruby Hill,2007,39.6835984,-105.0072046,145627.76807730197,,,True
Ruby Hill,2008,39.6835984,-105.0072046,128880.61619952913,,,True
Ruby Hill,2009,39.6835984,-105.0072046,124818.52512243156,,,True
Ruby Hill,2010,39.6835984,-105.0072046,130932.00097568205,,,True
Ruby Hill,2011,39.6835984,-105.0072046,125233.21654090752,,,True
Ruby Hill,2012,39.6835984,-105.0072046,129185.40366475437,,,True
Ruby Hill,2013,39.6835984,-105.0072046,150097.40822069361,,,True
Ruby Hill,2014,39.6835984,-105.0072046,171387.00871652793,,,True
Ruby Hill,2015,39.6835984,-105.0072046,205977.15359129582,,,True
Ruby Hill,2016,39.6835984,-105.0072046,245156.69232065967,,,True
Ruby Hill,2017,39.6835984,-105.0072046,278380.78823226277,,,True
Ruby Hill,2018,39.6835984,-105.0072046,310220.8056401533,,,True
Ruby Hill,2019,39.6835984,-105.0072046,330301.60767985316,,,True
Ruby Hill,2020,39.6835984,-105.0072046,354293.95259558776,,,True
Ruby Hill,2021,39.6835984,-105.0072046,403522.9070699572,,,True
Ruby Hill,2022,39.6835984,-105.0072046,450488.40516177256,,,True
Ruby Hill,2023,39.6835984,-105.0072046,441646.02657956554,,,True
Ruby Hill,2024,39.6835984,-105.0072046,445167.2454096224,482626.0,435000.0,False
Ruby Hill,2025,39.6835984,-105.0072046,442592.6265814051,520274.0,457669.0,False
Ruby Hill,2026,39.6835984,-105.0072046,,559205.0,483168.0,False
Ruby Hill,2027,39.6835984,-105.0072046,,598568.0,510158.0,False
Ruby Hill,2028,39.6835984,-105.0072046,,638383.0,539679.0,False
Ruby Hill,2029,39.6835984,-105.0072046,,678614.0,570956.0,False
Ruby Hill,2030,39.6835984,-105.0072046,,719027.0,603396.0,False
Ruby Hill,2031,39.6835984,-105.0072046,,759554.0,637872.0,False
Ruby Hill,2032,39.6835984,-105.0072046,,800111.0,673135.0,False
Ruby Hill,2033,39.6835984,-105.0072046,,841310.0,709126.0,False
Ruby Hill,2034,39.6835984,-105.0072046,,882614.0,745127.0,False
Ruby Hill,2035,39.6835984,-105.0072046,,924175.0,781128.0,False
Skyland,2000,39.7557132,-104.9502236,145858.7023139526,,,True
Skyland,2001,39.7557132,-104.9502236,171162.30356566675,,,True
Skyland,2002,39.7557132,-104.9502236,188622.13255801273,,,True
Skyland,2003,39.7557132,-104.9502236,192208.5380432109,,,True
Skyland,2004,39.7557132,-104.9502236,194053.90858651756,,,True
Skyland,2005,39.7557132,-104.9502236,202736.0849555386,,,True
Skyland,2006,39.7557132,-104.9502236,209027.89141310882,,,True
Skyland,2007,39.7557132,-104.9502236,209877.88187506434,,,True
Skyland,2008,39.7557132,-104.9502236,197065.23428823237,,,True
Skyland,2009,39.7557132,-104.9502236,193822.22562999395,,,True
Skyland,2010,39.7557132,-104.9502236,199822.41053594486,,,True
Skyland,2011,39.7557132,-104.9502236,192692.53087021454,,,True
Skyland,2012,39.7557132,-104.9502236,204005.27506476408,,,True
Skyland,2013,39.7557132,-104.9502236,242243.41799372493,,,True
Skyland,2014,39.7557132,-104.9502236,278562.39652918535,,,True
Skyland,2015,39.7557132,-104.9502236,330068.51518680336,,,True
Skyland,2016,39.7557132,-104.9502236,369106.08024125657,,,True
Skyland,2017,39.7557132,-104.9502236,403336.60722952336,,,True
Skyland,2018,39.7557132,-104.9502236,441890.88505167846,,,True
Skyland,2019,39.7557132,-104.9502236,464818.9060190348,,,True
Skyland,2020,39.7557132,-104.9502236,492784.6440288162,,,True
Skyland,2021,39.7557132,-104.9502236,558747.4194427285,,,True
Skyland,2022,39.7557132,-104.9502236,625057.2631849985,,,True
Skyland,2023,39.7557132,-104.9502236,602959.2764194763,,,True
Skyland,2024,39.7557132,-104.9502236,599997.542603934,640394.0,577117.0,False
Skyland,2025,39.7557132,-104.9502236,591824.366407108,680789.0,600321.0,False
Skyland,2026,39.7557132,-104.9502236,,721464.0,624419.0,False
Skyland,2027,39.7557132,-104.9502236,,762139.0,649169.0,False
Skyland,2028,39.7557132,-104.9502236,,802866.0,675229.0,False
Skyland,2029,39.7557132,-104.9502236,,843804.0,702640.0,False
Skyland,2030,39.7557132,-104.9502236,,884743.0,731530.0,False
Skyland,2031,39.7557132,-104.9502236,,925790.0,762075.0,False
